ang_left_s0 ang_left_s1 ang_left_e0 ang_left_e1 ang_left_w0 ang_left_w1 ang_left_w2 vel_left_s0 vel_left_s1 vel_left_e0 vel_left_e1 vel_left_w0 vel_left_w1 vel_left_w2 torq_left_s0 torq_left_s1 torq_left_e0 torq_left_e1 torq_left_w0 torq_left_w1 torq_left_w2
-0.6128253247602228 -1.4020584401272682 -0.07094661143970038 2.027155611190574 0.016106798272796843 0.9644904203829539 0.07516505860638527 0.036128315509505585 0.39976766509431183 0.029845130203504617 -0.5383904409079583 0.029452431121879556 0.14686945652777272 0.0047123889795007284 -1.556 -16.476 -1.712 -10.056 0.052 0.5 -0.232
-0.6128253247602228 -1.397456497763612 -0.06941263065181497 2.021403183236004 0.014956312681882784 0.9652574107768966 0.07708253459124204 0.04162610265225644 0.39348447978831086 -0.00039269908162506076 -0.5470298207037096 -0.003926990816250607 0.14372786387477224 -0.004319689897875668 -1.68 -16.636 -1.744 -10.148 0.124 0.472 -0.224
-0.6116748391693088 -1.3940050409908697 -0.07017962104575767 2.0164177456753762 0.01572330307582549 0.9660244011708393 0.07631554419729933 0.014529866020127248 0.37934731284980866 -0.009817477040626518 -0.5356415473365829 -0.02513274122400389 0.11741702540589316 0.019242254999627974 -1.9 -16.636 -1.576 -10.148 0.144 0.492 -0.212
-0.6128253247602228 -1.3905535842181276 -0.06979612584878632 2.011432308114749 0.01572330307582549 0.9671748867617533 0.07478156340941391 0.011388273367126762 0.4123340357063138 0.012566370612001944 -0.5321072556019573 -0.007853981632501214 0.10995574285501701 -0.01531526418337737 -1.712 -16.54 -1.508 -10.36 0.136 0.46 -0.224
-0.6132088199571941 -1.3855681466575 -0.06979612584878632 2.0056798801601783 0.016106798272796843 0.9687088675496388 0.07133010663667173 -0.0070685834692510935 0.4017311605024371 0.013351768775252066 -0.5446736262139592 0.01727875959150267 0.10681415020201653 -0.12330751163026907 -1.524 -16.764 -1.34 -10.332 0.144 0.46 -0.204
-0.6128253247602228 -1.3821166898847579 -0.07056311624272903 2.0003109474025793 0.01572330307582549 0.9698593531405528 0.06902913545484361 -0.003926990816250607 0.400945762339187 -0.019634954081253035 -0.5313218574387072 0.0329867228565051 0.10249446030414085 -0.27763825070891796 -1.4 -16.732 -1.476 -10.424 0.136 0.508 -0.268
-0.6135923151541655 -1.3775147475211016 -0.07056311624272903 1.9945585194480093 0.016106798272796843 0.9713933339284383 0.06557767868210143 -0.015707963265002428 0.4158683274409393 -0.013744467856877126 -0.5486006170302099 0.029845130203504617 0.14215706754827198 -0.35539266887067994 -1.588 -16.888 -1.34 -10.424 0.136 0.52 -0.252
-0.6132088199571941 -1.373679795551388 -0.07017962104575767 1.988806091493439 0.016106798272796843 0.9729273147163237 0.0625097171063306 -0.04830198703988247 0.4472842539709442 -0.006283185306000972 -0.5650939784584624 0.013351768775252066 0.16768250785390093 -0.3640320486664313 -1.152 -17.016 -1.44 -10.24 0.124 0.412 -0.268
-0.6147428007450796 -1.3698448435816746 -0.07056311624272903 1.9830536635388687 0.016490293469768196 0.9744612955042091 0.05944175553055978 -0.01688606050987761 0.4158683274409393 -0.012173671530376884 -0.5643085802952122 -0.008246680714126275 0.15865042897652454 -0.31965705244279946 -1.212 -17.048 -1.376 -10.116 0.144 0.384 -0.268
-0.6143593055481082 -1.366009891611961 -0.07133010663667173 1.9773012355842983 0.016106798272796843 0.9744612955042091 0.05675728915176031 -0.021598449489378342 0.4221515127469403 0.009817477040626518 -0.5568472977443362 -0.009032078877376396 0.08757189520238855 -0.30473448734104713 -1.212 -17.112 -1.34 -10.056 0.144 0.472 -0.28
-0.6139758103511368 -1.3617914444452761 -0.07094661143970038 1.9719323028266993 0.016106798272796843 0.9744612955042091 0.05368932757598948 -0.0510508806112579 0.43943027233844295 -0.0070685834692510935 -0.543495528969084 -0.023169245815878585 0.027096236632129192 -0.2721404635661671 -1.212 -17.332 -1.44 -10.056 0.164 0.56 -0.268
-0.6155097911390223 -1.3556555212937345 -0.07017962104575767 1.9669468652660718 0.016490293469768196 0.9748447907011805 0.0502378708032473 -0.04673119071338223 0.41390483203281403 0.0011780972448751821 -0.523860574887831 -0.0023561944897503642 0.023169245815878585 -0.2799944451986683 -1.212 -17.428 -1.34 -10.056 0.144 0.616 -0.28
-0.616276781532965 -1.3537380453088776 -0.06979612584878632 1.9623449229024155 0.016106798272796843 0.9763787714890658 0.048703890015361885 -0.07461282550876154 0.42647120264481597 -0.019242254999627974 -0.5136503987655795 0.03180862561162992 0.0400553063257562 -0.25407630581141427 -1.056 -17.62 -1.544 -10.024 0.124 0.56 -0.28
-0.6170437719269076 -1.3487526077482501 -0.07056311624272903 1.957359485341788 0.016106798272796843 0.9767622666860372 0.04678641403050512 -0.08246680714126275 0.4131194338695639 0.0007853981632501215 -0.5207189822348305 -0.0011780972448751821 0.07775441816176203 -0.24072453703616223 -1.212 -17.808 -1.508 -10.056 0.124 0.5 -0.296
-0.6178107623208504 -1.345301150975508 -0.07094661143970038 1.951990552584189 0.016490293469768196 0.9779127522769513 0.04371845245473429 -0.084037603467763 0.42254421182856533 -0.029452431121879556 -0.5183627877450802 -0.012173671530376884 0.07932521448826227 -0.25878869479091504 -1.34 -17.808 -1.608 -10.176 0.216 0.444 -0.268
-0.6181942575178218 -1.339932218217909 -0.07094661143970038 1.9470051150235614 0.01687378866673955 0.9779127522769513 0.04180097646987752 -0.08914269152888879 0.40762164672681306 -0.031415926530004856 -0.49990593090870233 0.01688606050987761 0.0530143760193832 -0.2509347131584138 -1.184 -17.808 -1.544 -10.208 0.392 0.444 -0.268
-0.6201117335026785 -1.3364807614451668 -0.07133010663667173 1.941252687068991 0.018407769454624964 0.97752925707998 0.0395000052880494 -0.06990043652926081 0.42175881366531526 -0.009424777959001457 -0.4944081437659515 0.10327985846739098 0.013744467856877126 -0.22855086550578535 -1.496 -17.78 -1.172 -10.332 0.408 0.48 -0.28
-0.6201117335026785 -1.3326458094754532 -0.07209709703061444 1.9378012302962488 0.020708740636453084 0.9779127522769513 0.03604854851530722 -0.08089601081476251 0.41626102652256436 -0.01060287520387664 -0.48773225937832543 0.1472621556093978 0.01021017612225158 -0.26035949111741524 -1.432 -17.84 -1.376 -10.544 0.292 0.54 -0.26
-0.6220292094875353 -1.3276603719148257 -0.07171360183364309 1.9320488023416786 0.02339320701525256 0.9782962474739226 0.03298058693953639 -0.0899280896921389 0.3899501880536853 -0.03455751918300534 -0.49087385203132594 0.2159844948937834 0.0200276531628781 -0.2666426764234162 -1.712 -18.096 -1.508 -10.452 0.18 0.5 -0.28
-0.6220292094875353 -1.3242089151420835 -0.07171360183364309 1.9262963743871082 0.024160197409195266 0.978679742670894 0.030679615757708275 -0.11506083091614279 0.4087997439716882 -0.029845130203504617 -0.4967643382557018 0.2089159114245323 0.05379977418263332 -0.26075219019904033 -1.588 -18.288 -1.508 -10.3 0.144 0.48 -0.288
-0.6243301806693634 -1.3192234775814558 -0.0724805922275858 1.9209274416295095 0.026461168591023387 0.979830228261808 0.027611654181937447 -0.12566370612001942 0.4080143458084381 -0.003926990816250607 -0.5132576996839544 0.1771072858129024 0.07971791356988733 -0.25643250030116466 -1.308 -18.38 -1.508 -10.208 0.124 0.5 -0.268
-0.6247136758663347 -1.3165390112026563 -0.0724805922275858 1.9163254992658532 0.027228158984966094 0.9802137234587793 0.023776702212223912 -0.10524335387551628 0.4080143458084381 0.01531526418337737 -0.4798782777458242 0.13744467856877127 0.06872233928438563 -0.2992367001982963 -1.368 -18.636 -1.844 -10.056 0.136 0.472 -0.28
-0.6262476566542201 -1.3119370688390002 -0.0732475826215285 1.9117235569021969 0.0279951493789088 0.9802137234587793 0.021092235833424438 -0.11231193734476737 0.3923063825434357 -0.02670353755050413 -0.47045349978682277 0.10249446030414085 0.03769911183600583 -0.3012001956064216 -1.804 -18.668 -2.048 -10.088 0.136 0.54 -0.288
-0.6270146470481629 -1.3081021168692866 -0.07133010663667173 1.9071216145385406 0.028378644575880154 0.9805972186557508 0.018407769454624964 -0.12291481254864402 0.40683624856356293 -0.00039269908162506076 -0.46338491631757167 0.06322455214163478 0.01649336142825255 -0.31847895519792424 -1.776 -18.732 -1.844 -10.024 0.144 0.596 -0.26
-0.6289321230330196 -1.3046506600965444 -0.0724805922275858 1.9032866625688272 0.028762139772851508 0.9805972186557508 0.014956312681882784 -0.12016591897726858 0.36992253489080723 0.011388273367126762 -0.44139376774656824 0.03848450999925595 0.012566370612001944 -0.31062497356542307 -1.652 -18.888 -1.88 -9.904 0.124 0.624 -0.24
-0.6293156182299909 -1.3015826985207735 -0.0724805922275858 1.8983012250081994 0.0279951493789088 0.9817477042466648 0.01112136071216925 -0.1319468914260204 0.38563049815580963 -0.01531526418337737 -0.43785947601194275 0.003141592653000486 0.0310232274483798 -0.3133738671367985 -1.804 -19.016 -1.844 -10.024 0.136 0.548 -0.28
-0.6316165894118191 -1.29774774655106 -0.0724805922275858 1.894466273038486 0.028378644575880154 0.9817477042466648 0.008436894333369775 -0.13783737765039633 0.37070793305405736 -0.007853981632501214 -0.4315762907059417 -0.012173671530376884 0.05379977418263332 -0.33457961754455173 -1.836 -19.08 -2.18 -9.996 0.144 0.472 -0.252
-0.6331505701997046 -1.2935292993843752 -0.07171360183364309 1.8906313210687724 0.028762139772851508 0.9817477042466648 0.005368932757598948 -0.16728980877227587 0.36324665050318117 -0.008639379795751335 -0.4107632393798135 0.0 0.034164820101380285 -0.3173008579530491 -1.804 -19.208 -2.448 -10.056 0.136 0.46 -0.26
-0.6343010557906186 -1.290077842611633 -0.07286408742455715 1.886796369099059 0.02914563496982286 0.9805972186557508 0.0023009711818281204 -0.14254976662989705 0.3510729789728043 -0.02552544030562895 -0.38563049815580963 0.03377212101975522 0.0019634954081253035 -0.30355639009617197 -1.712 -19.112 -1.944 -10.116 0.124 0.54 -0.288
-0.6369855221694181 -1.285859395444948 -0.07171360183364309 1.882577921932374 0.028762139772851508 0.9805972186557508 -0.0011504855909140602 -0.1692533041804012 0.342826298258678 -0.02631083846887907 -0.3671736413194318 0.04241150081550656 -0.05811946408050899 -0.30944687632054785 -1.868 -19.24 -2.248 -10.148 0.144 0.588 -0.268
-0.6385195029573034 -1.2831749290661485 -0.07363107781849985 1.8791264651596318 0.029912625363765568 0.9805972186557508 -0.004601942363656241 -0.19752763805740556 0.3573561642788053 -0.036913713672755706 -0.34636058999330355 0.023169245815878585 -0.036913713672755706 -0.3066979827491724 -1.992 -19.396 -2.148 -10.148 0.124 0.596 -0.252
